Season,Wteam,Lteam,Wscore,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wto,Wstl,Wblk,Wpf,Lscore,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lto,Lstl,Lblk,Lpf
2015,1370,1282,69,21,43,10,23,17,26,15,3,1,16,63,19,54,8,21,17,19,5,8,5,23
2015,1372,1322,91,30,57,8,17,23,26,13,4,2,19,79,28,54,6,15,17,22,12,3,4,20
2015,1374,1187,74,26,55,3,9,19,28,9,11,2,9,68,23,52,15,35,7,8,15,6,6,20
2015,1380,1106,68,23,54,6,10,16,25,15,10,4,23,66,19,63,4,18,24,35,13,7,9,21
2015,1396,1272,80,25,55,8,19,22,29,10,3,5,14,75,31,73,5,20,8,14,6,3,5,23
2015,1409,1222,59,22,48,4,10,11,16,13,5,2,12,51,20,57,7,27,4,7,11,6,6,15
2015,1411,1341,90,27,58,6,12,30,37,8,6,2,16,77,33,64,2,16,9,12,11,4,3,26
2015,1412,1256,72,23,51,5,14,21,32,15,4,6,15,62,28,77,3,24,3,7,8,9,3,26
2015,1414,1364,72,25,56,5,15,17,31,8,5,6,17,63,21,65,3,19,18,24,8,5,2,24
2015,1418,1402,53,16,52,4,18,17,22,10,1,7,16,43,13,47,5,13,12,19,9,7,6,15
2015,1419,1375,77,32,77,9,18,4,6,7,3,3,15,59,22,60,5,19,10,13,12,5,5,6
2015,1433,1350,70,22,53,10,21,16,19,13,5,3,14,67,31,54,5,10,0,5,13,6,4,18
2015,1437,1344,63,22,52,7,23,12,17,10,5,6,17,61,21,60,7,21,12,17,11,5,3,17
2015,1458,1276,71,25,51,7,19,14,16,7,4,1,5,60,27,52,6,15,0,2,5,5,3,13
2015,1461,1129,71,22,48,6,17,21,27,16,7,1,17,66,22,57,10,27,12,14,16,7,3,26
2015,1462,1207,65,20,42,6,15,19,31,11,5,1,19,63,20,50,5,19,18,22,9,7,2,27
2015,1107,1392,51,19,61,1,10,12,15,5,4,2,15,50,17,47,6,20,10,19,11,2,6,18
2015,1112,1332,80,30,55,7,19,13,20,10,7,1,17,52,18,45,7,16,9,10,12,5,1,16
2015,1116,1208,60,22,59,4,15,12,15,11,5,3,20,49,16,49,4,10,13,23,12,6,3,16
2015,1138,1141,89,30,61,10,22,19,30,9,6,5,17,84,29,58,8,22,18,22,10,4,4,22
2015,1163,1409,47,17,47,7,16,6,9,7,1,7,11,42,16,54,3,18,7,9,8,3,0,14
2015,1173,1348,56,21,50,2,13,12,18,12,11,2,11,52,17,43,8,16,10,10,21,5,2,18
2015,1186,1285,69,24,54,4,18,17,23,13,7,3,18,65,23,53,4,16,15,18,13,9,4,19
2015,1204,1419,44,14,50,5,23,11,17,7,3,3,14,43,14,46,5,17,10,11,13,5,2,16
2015,1209,1418,83,27,56,3,12,26,32,15,17,2,21,79,27,56,8,22,17,25,21,10,3,21
2015,1214,1175,82,27,63,9,23,19,24,7,9,1,13,61,23,53,7,22,8,16,17,2,5,17
2015,1217,1463,53,20,46,5,14,8,16,7,4,2,18,51,17,43,3,11,14,18,8,5,2,16
2015,1235,1242,70,26,60,2,16,16,24,6,7,2,16,66,20,53,5,12,21,23,13,2,1,19
2015,1246,1120,91,27,48,7,14,30,35,10,4,7,26,67,18,54,6,20,25,34,7,2,0,23
2015,1277,1268,62,22,50,5,18,13,20,11,5,4,18,58,20,50,8,20,10,13,13,4,3,18
2015,1308,1370,80,21,40,8,15,30,40,11,7,3,20,61,19,48,2,7,21,23,15,5,1,25
2015,1323,1314,90,26,48,10,20,28,32,13,9,2,13,82,35,66,7,24,5,7,13,5,1,23
2015,1372,1358,83,26,54,8,23,23,29,12,4,5,23,70,22,61,3,20,23,30,13,6,5,24
2015,1374,1396,69,25,53,4,8,15,25,11,4,3,16,56,17,58,4,24,18,21,7,7,1,18
2015,1411,1380,62,21,57,3,13,17,24,12,2,3,18,58,21,52,5,13,11,18,10,3,7,21
2015,1412,1292,73,27,52,9,19,10,15,8,4,3,17,60,18,43,9,21,15,22,10,5,3,13
2015,1414,1218,67,24,54,5,20,14,21,9,4,5,13,58,23,61,8,21,4,9,11,5,1,21
2015,1433,1172,93,28,57,12,24,25,30,12,7,3,25,73,24,57,7,26,18,26,9,7,3,25
2015,1437,1462,69,24,48,9,23,12,17,13,6,4,14,52,22,58,2,15,6,9,9,5,1,17
2015,1458,1345,71,26,55,8,22,11,12,3,5,5,7,51,19,51,7,14,6,6,9,3,3,15
2015,1461,1361,45,15,42,8,20,7,9,7,0,2,10,43,15,46,4,17,9,10,4,2,4,15
2015,1209,1204,38,15,46,2,13,6,10,9,7,3,16,36,11,48,5,26,9,13,8,4,5,11
2015,1246,1116,78,25,49,7,12,21,27,13,4,6,17,63,24,54,4,13,11,17,12,4,3,22
2015,1374,1163,62,18,51,1,9,25,31,6,2,6,18,54,16,49,6,25,16,21,7,1,7,22
2015,1433,1173,71,24,56,10,27,13,21,14,4,4,22,65,21,55,2,12,21,27,10,11,2,16
2015,1458,1277,80,25,52,13,26,17,20,7,7,1,11,69,27,53,6,14,9,9,13,3,2,17
2016,1104,1244,77,29,57,4,17,15,27,12,11,6,21,64,19,55,7,19,19,26,16,7,4,25
2016,1105,1408,68,25,64,8,29,10,17,15,12,1,25,67,22,57,7,27,16,26,19,6,7,21
2016,1112,1334,79,24,61,6,20,25,32,14,4,6,21,61,21,57,6,19,13,19,9,3,1,25
2016,1115,1370,58,20,55,7,30,11,16,12,8,6,23,56,17,49,6,16,16,28,15,5,0,17
2016,1116,1380,86,32,66,8,15,14,26,14,10,6,24,68,22,53,4,12,20,28,17,8,5,22
2016,1120,1412,75,22,51,7,19,24,31,14,7,8,19,74,31,70,4,13,8,11,13,8,6,20
2016,1124,1372,97,36,56,9,16,16,23,8,6,1,24,55,17,52,5,23,16,28,13,3,3,24
2016,1125,1266,83,30,66,12,34,11,17,12,2,1,22,80,28,65,6,26,18,27,11,7,4,20
2016,1133,1123,54,15,47,5,20,19,32,13,3,5,23,53,20,55,3,11,10,20,13,7,4,27
2016,1140,1430,85,30,74,7,25,18,27,18,3,4,18,54,19,72,5,29,11,17,15,8,4,21
2016,1141,1240,89,25,48,8,19,31,41,13,4,3,15,83,32,71,6,19,13,16,8,7,1,26
2016,1143,1349,97,36,71,10,23,15,18,7,4,7,21,65,22,60,6,17,15,22,9,3,1,17
2016,1151,1208,92,30,69,12,30,20,31,16,9,2,33,90,26,48,10,20,28,45,21,11,11,30
2016,1153,1441,97,36,59,6,14,19,27,17,8,7,15,72,26,70,9,32,11,14,11,8,4,20
2016,1155,1300,74,23,52,8,23,20,23,6,3,9,17,40,17,56,2,16,4,12,10,2,0,20
2016,1158,1354,74,21,50,8,23,24,35,13,6,3,20,54,18,56,3,18,15,20,11,3,3,24
2016,1159,1206,66,22,44,5,14,17,26,14,1,2,30,53,16,49,3,18,18,35,14,3,0,27
2016,1163,1263,100,36,66,5,22,23,32,8,8,15,24,56,19,63,5,19,13,28,14,4,2,27
2016,1170,1113,66,26,56,6,17,8,14,17,3,5,25,63,23,55,2,17,15,27,11,6,5,19
2016,1173,1369,84,27,52,8,22,22,37,17,7,8,26,53,20,64,5,25,8,23,15,6,2,28
2016,1174,1175,62,19,48,8,25,16,23,15,2,6,9,56,24,64,8,29,0,2,8,10,3,21
2016,1181,1373,92,30,66,6,25,26,36,10,8,5,17,74,27,64,7,16,13,21,17,7,2,29
2016,1184,1164,107,40,75,9,29,18,26,11,10,3,29,80,27,67,6,21,20,32,20,4,0,23
2016,1185,1436,70,25,58,2,11,18,23,9,15,7,18,50,16,52,8,26,10,18,21,4,7,21
2016,1187,1212,61,14,45,4,17,29,42,15,7,2,16,53,21,58,8,29,3,8,15,7,2,26
2016,1188,1117,79,21,55,7,22,30,40,7,4,5,20,70,26,72,7,20,11,15,11,2,1,27
2016,1189,1150,85,33,69,8,24,11,16,17,4,0,26,74,24,65,6,16,20,34,11,7,4,18
2016,1196,1298,59,23,49,3,19,10,19,19,8,6,19,41,17,59,4,19,3,12,13,7,2,19
2016,1201,1337,69,25,63,2,17,17,30,12,15,8,26,66,20,52,4,17,22,34,18,5,0,25
2016,1202,1342,63,18,52,3,14,24,39,14,7,2,19,53,22,53,4,21,5,13,14,4,4,28
2016,1203,1248,85,27,62,2,17,29,40,10,7,7,26,76,20,60,7,25,29,33,9,6,2,31
2016,1210,1165,116,47,78,8,23,14,23,6,8,2,19,81,28,60,13,31,12,19,13,2,0,21
2016,1213,1340,82,23,64,3,15,33,40,12,9,1,22,72,26,58,4,16,16,29,15,8,4,29
2016,1216,1148,92,28,67,10,24,26,33,6,7,3,21,83,30,75,9,30,14,25,13,2,9,24
2016,1218,1286,87,32,62,8,23,15,26,13,14,5,23,76,23,52,10,23,20,26,21,4,0,22
2016,1220,1145,96,35,65,11,28,15,24,13,7,1,12,85,34,71,11,32,6,9,12,4,2,20
2016,1221,1265,67,23,55,8,23,13,15,9,4,2,18,64,23,56,4,24,14,19,11,3,4,19
2016,1231,1183,88,32,61,9,27,15,25,16,9,3,23,49,17,50,4,16,11,19,15,7,0,25
2016,1234,1205,76,24,59,7,24,21,28,14,8,6,19,59,19,60,6,23,15,21,17,7,0,28
2016,1235,1160,68,29,65,2,10,8,15,12,7,2,18,62,23,63,9,23,7,11,18,7,3,21
2016,1237,1232,72,23,48,5,14,21,30,17,2,1,29,70,23,56,4,18,20,35,13,9,1,25
2016,1241,1350,87,30,59,11,24,16,24,11,5,0,19,75,27,52,5,17,16,26,7,7,1,22
2016,1242,1294,109,34,61,15,26,26,34,15,7,4,24,72,22,56,7,21,21,26,21,6,1,35
2016,1243,1271,80,24,62,5,23,27,41,10,13,1,23,53,14,47,5,21,20,27,22,6,1,31
2016,1246,1107,78,28,50,6,17,16,24,20,6,8,21,65,25,58,1,14,14,22,15,9,0,26
2016,1252,1365,65,19,62,8,32,19,29,19,8,3,20,63,20,64,9,32,14,19,21,6,4,29
2016,1257,1359,86,30,56,7,15,19,29,14,9,9,22,45,13,62,3,19,16,22,18,7,5,27
2016,1258,1168,79,25,72,6,24,23,29,10,6,4,22,74,27,57,6,16,14,19,18,4,2,26
2016,1260,1427,76,26,48,8,18,16,20,21,6,2,19,64,22,51,6,20,14,16,23,7,1,22
2016,1261,1270,81,28,61,9,20,16,32,10,8,3,23,70,24,62,5,23,17,23,11,4,2,24
2016,1268,1291,80,33,56,7,18,7,9,14,5,3,13,56,19,61,10,33,8,11,7,6,1,14
2016,1274,1410,86,26,62,10,31,24,33,8,6,0,16,59,22,55,7,19,8,12,15,4,1,26
2016,1277,1194,82,30,62,5,13,17,28,13,1,12,14,55,20,59,5,20,10,14,10,5,3,25
2016,1278,1282,76,25,55,12,28,14,20,13,6,7,12,58,20,62,12,24,6,11,17,10,1,20
2016,1279,1322,90,29,61,8,26,24,28,11,8,5,17,76,25,70,8,30,18,21,9,4,1,22
2016,1280,1186,106,41,66,5,17,19,24,13,4,7,21,88,33,65,6,22,16,22,11,8,0,20
2016,1281,1459,83,28,50,5,12,22,32,9,4,1,24,74,21,55,10,27,22,33,7,3,0,24
2016,1284,1417,84,27,72,7,29,23,29,7,16,4,25,81,26,69,8,21,21,33,23,2,6,22
2016,1285,1129,74,21,44,7,29,25,36,12,4,2,22,72,28,50,8,26,8,12,14,4,1,29
2016,1295,1413,79,34,77,7,23,4,9,9,7,1,21,71,26,61,4,13,15,31,12,5,3,14
2016,1296,1169,83,24,54,11,24,24,34,12,8,3,24,71,26,55,4,12,15,31,14,7,1,27
2016,1305,1157,73,26,65,5,17,16,24,9,10,8,19,56,18,60,4,15,16,28,17,5,4,22
2016,1307,1411,86,32,54,5,17,17,25,13,9,5,25,57,17,49,6,21,17,26,19,9,0,23
2016,1308,1223,91,34,58,6,17,17,20,17,4,6,24,69,24,66,6,21,15,22,9,10,0,21
2016,1314,1396,91,34,67,7,12,16,23,9,6,7,16,67,24,62,9,25,10,17,8,5,4,20
2016,1316,1228,93,35,67,17,33,6,8,6,2,6,21,81,32,71,5,16,12,23,5,2,2,14
2016,1318,1131,87,26,57,11,24,24,33,9,5,4,19,84,30,65,11,29,13,21,9,3,3,22
2016,1321,1262,79,29,64,9,29,12,22,6,3,5,19,57,18,56,8,21,13,20,12,4,2,22
2016,1323,1384,87,29,68,10,29,19,25,10,6,3,23,56,17,52,6,18,16,23,12,5,1,19
2016,1329,1404,91,33,59,7,21,18,24,5,7,5,15,57,21,56,4,20,11,16,10,3,0,24
2016,1330,1310,67,26,57,3,12,12,21,11,9,5,16,50,18,55,2,17,12,18,16,5,4,22
2016,1331,1283,80,24,56,8,17,24,32,9,9,4,21,65,22,54,6,16,15,22,17,5,6,25
2016,1332,1238,80,25,51,10,24,20,28,16,8,9,18,52,19,60,4,20,10,13,16,5,1,24
2016,1335,1352,76,29,57,10,26,8,11,14,4,1,15,75,28,60,9,20,10,18,11,8,4,13
2016,1343,1351,64,22,55,9,24,11,17,10,5,4,15,56,21,57,5,17,9,9,11,5,2,17
2016,1345,1299,81,24,53,12,31,21,32,13,4,8,22,40,14,58,0,15,12,18,13,5,1,29
2016,1348,1110,65,24,46,4,13,13,31,13,8,5,17,42,16,46,2,14,8,13,17,8,3,27
2016,1356,1102,77,28,67,6,24,15,28,6,8,1,26,75,22,51,4,20,27,33,12,2,1,21
2016,1357,1346,76,23,60,2,11,28,51,8,15,3,28,64,21,64,8,27,14,33,21,4,9,33
2016,1361,1229,71,23,48,3,15,22,37,18,3,8,23,60,20,65,6,16,14,22,10,4,4,29
2016,1362,1227,78,24,63,8,23,22,39,16,3,2,23,75,28,76,8,25,11,18,10,6,9,31
2016,1364,1303,60,22,63,4,22,12,16,20,9,3,25,59,17,49,3,22,22,35,19,10,3,18
2016,1371,1171,84,29,47,4,8,22,43,20,7,6,21,67,24,63,6,18,13,16,13,8,3,32
2016,1382,1127,63,20,54,4,19,19,25,14,9,4,21,53,17,57,5,24,14,17,19,4,2,23
2016,1385,1447,66,21,47,9,20,15,25,14,3,5,22,57,19,60,8,22,11,20,12,7,2,26
2016,1386,1180,82,25,53,4,18,28,39,16,5,6,23,81,29,64,5,16,18,28,10,4,3,29
2016,1389,1135,77,27,67,6,22,17,31,7,8,1,19,65,21,61,7,33,16,22,14,4,4,24
2016,1390,1453,93,31,60,6,18,25,42,21,4,12,21,89,30,77,10,21,19,28,17,12,2,35
2016,1393,1250,57,18,52,11,34,10,12,17,10,7,16,47,15,52,2,17,15,22,15,11,1,17
2016,1395,1368,90,24,49,6,12,36,47,19,6,10,21,77,27,65,10,28,13,20,17,11,3,37
2016,1397,1421,82,30,57,4,16,18,26,11,8,6,16,78,29,65,6,17,14,18,13,8,1,25
2016,1398,1259,86,29,55,5,15,23,28,16,5,4,28,71,19,55,6,19,27,43,13,8,4,27
2016,1401,1367,104,38,57,13,24,15,27,18,5,5,20,64,22,67,7,23,13,23,13,7,2,22
2016,1403,1219,77,24,47,6,22,23,35,17,5,3,22,73,25,56,10,18,13,20,16,6,1,33
2016,1407,1378,82,32,78,4,20,14,27,9,13,3,15,77,26,71,10,31,15,17,17,5,10,23
2016,1424,1142,74,23,51,3,14,25,40,19,4,5,24,72,26,65,7,25,13,16,14,9,1,30
2016,1425,1360,83,32,67,6,21,13,18,14,4,11,23,45,15,61,6,31,9,26,12,3,5,19
2016,1428,1381,82,30,64,8,29,14,25,10,2,6,11,71,28,56,10,19,5,7,13,3,3,23
2016,1429,1451,73,28,61,8,20,9,15,11,4,0,20,70,22,48,8,19,18,23,11,3,2,18
2016,1433,1341,75,28,66,7,23,12,18,17,17,8,19,50,17,56,4,13,12,19,22,8,4,21
2016,1434,1236,78,24,50,5,16,25,38,12,10,4,15,64,23,52,9,22,9,15,18,6,2,27
2016,1435,1122,80,32,72,8,19,8,15,9,6,8,19,41,14,64,1,16,12,19,14,4,0,14
2016,1437,1192,91,32,69,10,36,17,25,12,6,4,19,54,17,63,7,26,13,18,13,10,0,25
2016,1438,1288,86,32,65,5,18,17,26,8,4,3,17,48,17,50,7,27,7,11,12,7,1,20
2016,1442,1458,69,27,50,7,9,8,12,10,0,4,24,67,22,62,7,21,16,25,4,6,6,15
2016,1448,1420,78,26,69,3,20,23,30,16,2,11,21,73,26,65,9,25,12,25,9,10,4,27
2016,1449,1400,77,25,72,3,20,24,40,17,8,8,34,71,19,73,2,15,31,48,13,7,8,28
2016,1450,1319,82,31,68,10,24,10,16,18,11,7,21,70,22,59,4,16,22,30,18,10,1,16
2016,1452,1297,107,33,68,6,25,35,46,15,20,4,26,61,21,47,5,16,14,23,30,7,0,32
2016,1454,1176,71,21,49,9,27,20,21,14,6,0,15,58,22,42,7,17,7,10,15,6,1,23
2016,1455,1149,88,25,57,7,25,31,41,8,4,4,27,63,18,48,8,25,19,30,13,0,1,39
2016,1456,1301,85,31,60,9,22,14,19,14,10,2,17,68,27,71,6,22,8,14,10,8,5,17
2016,1460,1377,77,24,57,10,24,19,25,10,7,3,20,69,23,56,8,24,15,23,15,2,4,23
2016,1462,1275,81,24,58,7,21,26,34,15,9,1,24,72,22,49,9,20,19,25,17,6,2,28
2016,1463,1193,70,22,58,5,21,21,27,14,7,1,17,57,20,50,7,21,10,13,15,6,7,26
2016,1103,1156,65,24,53,7,19,10,19,15,5,3,18,53,18,57,4,18,13,22,13,10,3,22
2016,1106,1439,85,30,71,9,28,16,21,8,4,4,29,82,27,57,3,12,25,40,11,4,6,19
2016,1111,1239,76,24,65,8,23,20,30,12,3,5,16,68,24,62,9,21,11,18,10,6,4,26
2016,1130,1383,75,28,60,6,16,13,22,13,5,5,18,49,17,61,6,24,9,19,13,5,6,23
2016,1132,1309,79,25,55,6,23,23,32,15,6,5,21,61,22,62,4,14,13,21,15,5,3,27
2016,1139,1154,144,56,88,8,26,24,33,11,15,2,26,71,20,74,10,47,21,27,20,5,1,28
2016,1161,1320,84,30,62,9,30,15,20,8,5,2,20,78,28,58,11,30,11,13,11,4,2,21
2016,1166,1411,93,38,72,10,28,7,12,10,8,2,22,70,26,52,7,17,11,22,20,5,1,19
2016,1169,1460,72,22,44,3,7,25,33,12,8,3,12,67,25,55,12,22,5,9,14,6,1,28
2016,1172,1416,90,30,75,9,37,21,28,6,5,4,24,85,29,68,9,25,18,29,11,1,7,24
2016,1176,1365,55,20,44,13,31,2,3,12,6,1,11,33,11,47,4,23,7,10,10,4,2,14
2016,1177,1444,69,21,46,2,15,25,36,10,3,5,21,63,20,54,6,28,17,23,14,3,0,32
2016,1181,1136,113,39,73,13,26,22,29,6,14,6,16,75,28,58,13,26,6,12,19,1,2,23
2016,1225,1363,74,23,50,5,14,23,31,17,2,6,28,54,18,62,4,29,14,25,13,7,2,27
2016,1245,1464,79,28,65,6,18,17,28,16,6,3,17,70,24,60,9,29,13,22,13,8,3,25
2016,1246,1312,87,32,69,5,21,18,24,14,6,9,18,57,17,55,5,19,18,22,14,6,2,22
2016,1247,1406,78,22,52,9,26,25,30,8,4,2,24,76,23,61,7,19,23,33,11,4,4,23
2016,1269,1224,85,26,50,5,20,28,44,18,11,5,20,79,29,62,7,19,14,22,20,13,2,31
2016,1272,1379,67,23,58,3,18,18,25,7,14,7,12,49,18,67,9,31,4,7,19,5,1,18
2016,1296,1377,72,27,59,8,18,10,19,14,7,5,17,65,24,53,10,19,7,13,15,8,2,23
2016,1304,1290,97,31,57,10,22,25,34,15,11,3,21,51,15,58,3,16,18,24,21,10,2,27
2016,1325,1195,85,28,58,4,22,25,34,13,5,3,17,75,29,66,4,17,13,18,8,7,5,28
2016,1336,1440,62,23,54,5,19,11,18,9,6,5,16,50,18,49,7,22,7,12,14,3,0,21
2016,1344,1217,76,27,68,4,16,18,21,7,14,6,14,64,24,53,9,20,7,13,22,3,7,20
2016,1347,1207,82,32,73,10,25,8,18,15,10,2,30,80,25,53,7,22,23,32,17,4,7,20
2016,1374,1358,85,31,49,7,14,16,24,14,9,9,16,50,17,61,6,27,10,19,12,9,2,22
2016,1376,1313,84,23,59,9,22,29,42,13,9,4,19,69,19,56,11,28,20,23,18,7,3,35
2016,1409,1146,98,38,65,10,21,12,17,11,9,2,17,81,29,57,11,23,12,17,18,5,3,20
2016,1426,1200,77,28,65,9,25,12,21,15,7,3,14,72,27,61,12,26,6,6,17,6,8,18
2016,1454,1252,71,27,68,9,33,8,11,18,7,5,10,65,25,63,10,30,5,8,12,8,0,14
2016,1457,1214,102,31,59,13,27,27,36,16,4,7,22,95,35,79,10,27,15,25,17,8,4,29
2016,1119,1127,75,25,61,11,30,14,20,15,6,2,27,60,19,52,3,14,19,33,19,7,4,19
2016,1153,1352,106,38,71,11,24,19,26,11,18,8,14,44,13,47,5,20,13,17,29,7,1,20
2016,1155,1427,78,27,53,12,25,12,23,14,6,8,14,45,18,58,6,25,3,6,13,8,2,21
2016,1170,1370,77,27,64,9,29,14,27,10,8,2,24,65,24,68,4,27,13,23,16,5,2,21
2016,1176,1252,82,28,63,16,37,10,11,7,6,4,18,69,22,51,10,23,15,19,11,3,5,11
2016,1191,1369,80,24,54,4,15,28,34,14,2,9,23,65,25,59,5,14,10,22,10,7,2,27
2016,1199,1311,109,40,61,10,20,19,28,13,11,1,23,62,22,58,7,26,11,22,17,5,0,23
2016,1218,1157,74,20,52,9,25,25,37,13,9,1,23,63,20,52,8,25,15,21,20,8,4,32
2016,1228,1295,80,28,57,7,17,17,27,12,7,4,17,74,27,61,11,27,9,10,15,5,2,23
2016,1234,1164,103,40,72,12,28,11,20,11,5,6,18,68,24,74,8,28,12,22,12,6,0,20
2016,1248,1389,87,29,64,11,22,18,20,9,7,6,25,86,30,71,6,19,20,29,15,3,2,21
2016,1278,1419,67,22,58,3,22,20,22,12,4,4,19,56,21,62,3,16,11,16,17,6,2,22
2016,1281,1271,73,21,47,8,19,23,30,8,6,4,17,55,17,44,7,20,14,22,13,4,1,25
2016,1296,1460,65,20,44,5,16,20,32,11,7,4,15,59,21,50,10,22,7,9,13,2,1,24
2016,1301,1375,88,29,57,6,16,24,34,14,4,5,23,70,23,73,9,26,15,25,10,5,2,24
2016,1305,1286,83,30,60,2,13,21,28,10,5,7,23,62,17,57,5,21,23,28,13,3,1,24
2016,1307,1308,83,27,60,7,17,22,23,12,1,2,27,74,25,62,5,24,19,26,9,3,4,20
2016,1314,1193,92,33,66,8,23,18,32,10,8,3,20,65,23,65,10,35,9,15,19,7,2,24
2016,1326,1291,76,28,56,6,15,14,17,18,3,4,12,54,21,63,7,25,5,7,8,3,0,16
2016,1335,1148,77,26,59,9,27,16,25,9,5,0,13,61,25,59,3,14,8,11,12,6,4,22
2016,1345,1436,107,36,65,18,36,17,27,5,7,4,24,79,27,56,5,16,20,24,17,1,5,25
2016,1350,1391,108,42,77,15,31,9,14,12,9,10,12,85,33,70,11,23,8,10,14,6,1,14
2016,1353,1224,82,24,56,2,14,32,46,20,11,2,25,70,24,55,2,12,20,34,19,9,4,31
2016,1356,1197,81,29,61,7,20,16,26,18,13,3,22,51,16,53,5,20,14,19,24,8,1,24
2016,1371,1447,69,20,47,5,17,24,28,23,8,3,18,59,23,61,6,20,7,15,20,12,0,28
2016,1377,1169,76,27,57,7,21,15,20,7,5,3,24,72,23,53,7,18,19,26,13,1,2,20
2016,1386,1310,73,26,59,6,18,15,21,12,5,7,20,62,20,66,9,29,13,19,16,6,3,23
2016,1387,1216,85,28,53,3,13,26,40,7,7,4,23,68,22,50,9,25,15,22,16,2,2,32
2016,1390,1149,93,32,55,5,12,24,40,8,6,4,23,59,17,49,9,28,16,26,16,2,1,30
2016,1413,1339,79,29,57,7,14,14,18,20,4,2,17,66,27,80,11,31,1,6,11,9,5,20
2016,1414,1258,77,27,51,5,19,18,26,17,12,6,20,53,17,62,4,17,15,19,16,9,2,25
2016,1417,1142,88,32,64,4,15,20,30,11,8,3,17,83,28,63,13,27,14,23,14,5,0,27
2016,1434,1233,83,23,54,9,22,28,36,16,8,9,20,58,18,62,6,23,16,18,17,9,3,26
2016,1441,1421,90,31,59,7,21,21,26,9,9,0,29,81,24,44,5,14,28,37,19,4,4,26
2016,1448,1137,90,29,63,4,12,28,38,9,3,6,24,82,24,62,11,29,23,29,8,6,4,28
2016,1454,1365,71,21,44,7,23,22,30,16,10,0,21,65,24,47,6,15,11,22,19,6,1,27
2016,1458,1373,92,31,53,5,12,25,30,10,2,2,23,65,22,56,3,16,18,27,10,5,4,23
2016,1102,1399,80,29,49,3,12,19,32,13,8,3,25,70,21,65,7,29,21,31,14,8,5,27
2016,1112,1133,90,25,46,5,14,35,52,11,6,0,22,60,21,55,2,15,16,24,13,1,2,35
2016,1113,1125,83,27,57,10,21,19,26,22,7,5,26,74,24,63,8,31,18,24,14,9,2,21
2016,1123,1183,73,25,60,5,18,18,24,9,4,4,20,56,16,49,5,18,19,27,11,5,2,19
2016,1126,1404,86,27,56,13,26,19,27,12,3,5,22,79,26,59,13,30,14,25,16,5,4,25
2016,1129,1319,101,33,60,13,26,22,31,13,4,4,18,81,28,66,11,24,14,20,11,11,1,24
2016,1131,1107,69,25,54,10,30,9,13,15,5,3,22,64,22,59,1,13,19,27,12,7,1,18
2016,1135,1221,71,30,58,8,24,3,8,12,5,4,23,55,17,55,3,22,18,22,13,8,2,15
2016,1143,1364,85,25,51,6,22,29,38,10,2,6,18,67,24,60,7,20,12,22,9,3,1,25
2016,1145,1250,98,28,66,11,30,31,38,10,6,3,22,89,27,58,13,27,22,28,15,7,4,29
2016,1158,1298,72,24,55,11,24,13,19,7,7,3,29,58,16,43,2,10,24,34,13,3,4,18
2016,1165,1159,101,33,74,10,27,25,39,18,11,7,27,98,32,73,12,32,22,33,16,8,5,26
2016,1182,1309,95,32,52,14,29,17,25,19,6,5,29,75,24,59,5,12,22,36,14,8,1,22
2016,1187,1150,88,30,53,7,11,21,28,15,7,4,16,74,28,63,10,26,8,13,12,6,5,20
2016,1196,1299,104,37,69,15,29,15,23,13,8,7,23,54,17,52,4,16,16,28,16,9,2,21
2016,1201,1249,80,25,70,2,11,28,41,8,6,4,22,72,24,54,8,21,16,27,16,2,6,32
2016,1203,1438,73,23,51,4,15,23,28,11,3,2,18,68,25,62,5,20,13,16,8,6,2,24
2016,1210,1397,69,28,71,2,19,11,18,14,10,12,19,67,27,77,4,15,9,17,16,6,4,16
2016,1218,1305,76,29,66,4,19,14,27,10,8,4,25,75,25,59,2,10,23,26,14,5,6,26
2016,1229,1287,67,24,47,6,10,13,23,15,8,7,18,66,24,58,7,16,11,17,17,8,3,23
2016,1231,1122,102,40,60,16,27,6,10,20,14,3,15,76,29,60,7,14,11,14,23,6,5,15
2016,1232,1461,70,22,58,7,28,19,26,8,7,2,20,55,19,55,7,30,10,19,9,6,2,22
2016,1235,1152,106,41,69,8,25,16,27,17,8,6,14,64,23,75,10,37,8,11,18,9,2,23
2016,1243,1162,81,30,60,7,22,14,20,14,6,0,21,71,23,50,5,24,20,26,14,8,1,22
2016,1253,1140,66,22,71,7,23,15,23,11,11,2,23,65,26,59,5,20,8,21,24,5,6,25
2016,1254,1259,71,26,64,7,22,12,16,13,7,6,22,68,25,55,3,14,15,23,14,5,2,18
2016,1261,1244,91,33,65,6,17,19,23,8,13,9,16,69,24,64,7,19,14,18,17,5,0,18
2016,1266,1237,75,24,54,3,17,24,29,20,9,2,15,71,26,66,9,32,10,10,17,12,3,24
2016,1273,1206,69,23,56,4,13,19,21,6,5,1,10,60,27,64,5,25,1,4,11,3,6,23
2016,1274,1418,93,31,55,12,23,19,27,10,6,4,20,77,29,63,5,20,14,24,13,7,3,23
2016,1276,1189,88,31,60,13,24,13,15,11,8,1,22,68,23,50,9,23,13,18,17,4,1,18
2016,1279,1204,82,20,55,2,14,40,53,10,5,5,20,72,21,67,11,35,19,27,12,4,2,38
